filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
clean_testset_wav/p257_207.wav,0.5009511113166809,0.03989850729703903,3742.4621946100833,4938.789401297502,7910.616503021148,0.06273307685045318,-400.26708984375,111.72962951660156,15.541207313537598,19.771068572998047,20.889610290527344,16.428546905517578,-2.5646345615386963,8.598214149475098,-10.104219436645508,-4.916935443878174,-0.9161373376846313,2.122042179107666,5.8688459396362305,2.7446417808532715,-0.8919205665588379,4.522068023681641,8.626313209533691,2.7648472785949707,-7.484288692474365,-1.894830584526062,clean_testset_wav
clean_testset_wav/p257_213.wav,0.6239092350006104,0.021418601274490356,3438.430294242159,5744.43115361887,9162.3046875,0.0254425048828125,-504.8099670410156,110.04118347167969,21.811126708984375,7.546014308929443,20.76717758178711,14.479673385620117,10.972417831420898,14.375038146972656,-0.17892780900001526,4.546236038208008,5.699102878570557,6.892823696136475,8.294835090637207,6.6383256912231445,-0.5655005574226379,2.2228217124938965,7.989630699157715,1.5308886766433716,-3.779391050338745,-0.642943263053894,clean_testset_wav
clean_testset_wav/p232_119.wav,0.5968364477157593,0.037282589823007584,3165.1455327547146,4749.1199532206365,7437.815656565656,0.037296796085858584,-414.09033203125,112.13873291015625,3.4426486492156982,22.358448028564453,34.19785690307617,20.29778289794922,3.82875919342041,14.403693199157715,-14.427254676818848,-6.6898322105407715,7.4846272468566895,6.538331508636475,1.1771496534347534,4.997971534729004,0.8451058864593506,3.901128053665161,6.294449806213379,8.799038887023926,3.621525764465332,-0.7063671350479126,clean_testset_wav
clean_testset_wav/p232_131.wav,0.5260703563690186,0.049168724566698074,3409.5028949931398,4668.678785850726,7389.508928571428,0.04597839993466899,-386.45623779296875,114.90079498291016,6.980666160583496,19.01458168029785,39.01136779785156,21.46718406677246,1.0563678741455078,15.356889724731445,-13.378934860229492,-10.652695655822754,4.788107395172119,7.07537317276001,-4.898402690887451,1.2337363958358765,3.8911995887756348,4.473714351654053,6.5155720710754395,5.837880611419678,5.154695987701416,2.049009323120117,clean_testset_wav
clean_testset_wav/p232_125.wav,0.6312550902366638,0.05097346752882004,3315.1988163212295,5179.538509269116,8070.8816225165565,0.03314491928807947,-411.49432373046875,109.70277404785156,16.9177303314209,15.790964126586914,26.87601661682129,21.011926651000977,5.361690998077393,13.624692916870117,-8.084295272827148,-5.176362991333008,9.909053802490234,9.63173770904541,1.576864242553711,6.904752731323242,5.887009143829346,5.1963934898376465,6.854872226715088,7.539001941680908,5.716057300567627,2.088809013366699,clean_testset_wav
clean_testset_wav/p257_011.wav,0.45705389976501465,0.03811528906226158,3166.3489403695435,4433.1574284465205,6099.768397703549,0.05113395420146138,-393.8740234375,125.28010559082031,7.374393463134766,18.263906478881836,21.123809814453125,20.939453125,-9.175591468811035,10.258721351623535,-4.6918044090271,-6.329809188842773,-2.7146968841552734,-1.7022684812545776,2.381671667098999,0.8682043552398682,-0.9346081614494324,-2.000727891921997,6.343042373657227,3.039937734603882,-2.650902271270752,-1.8599079847335815,clean_testset_wav
clean_testset_wav/p257_039.wav,0.5208152532577515,0.038368355482816696,3762.127030974154,4894.857528242725,7743.65625,0.0574921875,-384.46746826171875,104.4841079711914,5.593397617340088,19.852357864379883,20.01785659790039,20.422863006591797,-6.647850513458252,5.423929691314697,-2.9012532234191895,-3.2291085720062256,1.364583969116211,0.7697225213050842,1.5772980451583862,3.000627279281616,1.1707324981689453,3.7900302410125732,4.877895355224609,5.71980094909668,-3.696265697479248,-2.1054039001464844,clean_testset_wav
clean_testset_wav/p232_333.wav,0.6221940517425537,0.046136677265167236,3109.8955303274474,5187.513798320599,7971.24335106383,0.02635939577792553,-436.5994567871094,99.89633178710938,18.554323196411133,23.38583755493164,32.00851821899414,17.640567779541016,5.977228164672852,16.386186599731445,-4.274471282958984,-0.4277574121952057,5.094895839691162,5.748005390167236,3.525775909423828,6.624978065490723,4.529036045074463,6.13367223739624,5.677615642547607,3.8949618339538574,4.029410362243652,2.084088087081909,clean_testset_wav
clean_testset_wav/p232_327.wav,0.5367572903633118,0.058946818113327026,2759.7263580871763,4503.579490356944,5822.858537946428,0.03252519880022321,-384.909912109375,114.54435729980469,10.569981575012207,17.920732498168945,41.09603500366211,26.74519157409668,-0.03532341495156288,4.92117977142334,-14.501622200012207,-8.209052085876465,8.476335525512695,8.898344993591309,-4.489514350891113,1.6462517976760864,7.244619846343994,2.966310739517212,1.9563933610916138,5.354311943054199,6.919521808624268,-0.5563380718231201,clean_testset_wav
clean_testset_wav/p232_284.wav,0.5089201331138611,0.03830038383603096,3204.2278911734547,4535.081199513732,6891.482469512195,0.047672923018292686,-414.2089538574219,126.11721801757812,14.723804473876953,11.569047927856445,26.507394790649414,14.053610801696777,0.4385971426963806,10.76480770111084,-14.708098411560059,-11.831852912902832,4.421064376831055,8.924012184143066,-4.984284400939941,0.24342159926891327,8.099583625793457,5.38408899307251,4.046939373016357,3.7765722274780273,4.955933570861816,0.7440556287765503,clean_testset_wav
clean_testset_wav/p232_290.wav,0.6193328499794006,0.04484819993376732,3486.5036633325626,5396.641537807274,9619.895241477272,0.029660311612215908,-436.9096984863281,95.23290252685547,15.078922271728516,13.82311725616455,16.640399932861328,12.92694091796875,8.004729270935059,16.404462814331055,-3.622885227203369,-9.489559173583984,5.106706619262695,8.043600082397461,2.262085199356079,10.184769630432129,9.736001014709473,7.668689250946045,4.836117744445801,3.981142997741699,3.5455968379974365,1.4529839754104614,clean_testset_wav
clean_testset_wav/p257_171.wav,0.5559895634651184,0.041991401463747025,3775.58813192208,5497.405885309288,9348.526554404145,0.03698287726683938,-423.1033020019531,102.91213989257812,13.867655754089355,16.47296142578125,21.047147750854492,14.064006805419922,4.370031833648682,9.701546669006348,-5.233153820037842,1.6978696584701538,4.636617660522461,5.492319583892822,7.935212135314941,3.791051149368286,-1.3538391590118408,5.480899333953857,7.361257076263428,-1.031190276145935,-6.36039400100708,1.6970164775848389,clean_testset_wav
clean_testset_wav/p257_165.wav,0.6276277303695679,0.03323652967810631,3404.6261181307414,5614.014728538096,8896.328604294478,0.032343390529141106,-441.9503479003906,97.52659606933594,11.767305374145508,13.004912376403809,20.894926071166992,15.402520179748535,5.261002540588379,11.423711776733398,-0.9052074551582336,2.5206897258758545,11.814105987548828,9.401225090026855,5.8620805740356445,5.383211612701416,-0.11400356143712997,7.6795525550842285,9.78701114654541,0.9541215896606445,-2.5713465213775635,2.395423173904419,clean_testset_wav
clean_testset_wav/p232_247.wav,0.5617557764053345,0.05727230757474899,3140.942391217838,4841.423925187646,7736.9474085365855,0.035302138910060975,-427.9938049316406,99.03012084960938,12.036422729492188,22.697105407714844,26.287919998168945,11.179219245910645,1.2557721138000488,13.870081901550293,-5.529444217681885,-6.317202091217041,4.113625526428223,7.071503639221191,-0.08399712294340134,6.28117036819458,7.883340358734131,5.820625305175781,5.370016574859619,4.962003231048584,4.185295104980469,2.7613840103149414,clean_testset_wav
clean_testset_wav/p232_253.wav,0.5229027271270752,0.05046291649341583,2635.9839620733615,4332.532140031865,5494.113116197183,0.035431338028169015,-387.8537902832031,122.84628295898438,23.997665405273438,20.54779052734375,25.075212478637695,15.984908103942871,1.196122169494629,14.556017875671387,-13.228824615478516,-12.614431381225586,2.8432791233062744,5.365851402282715,0.7257353067398071,6.904969215393066,8.663825035095215,6.416461944580078,2.613358736038208,1.7095954418182373,0.40479063987731934,0.3076208233833313,clean_testset_wav
clean_testset_wav/p257_159.wav,0.5740011930465698,0.051532309502363205,3136.096008836699,5433.760991062899,8224.303463855422,0.022013836596385544,-432.3206787109375,104.1867904663086,17.46722984313965,21.512126922607422,31.70475959777832,21.03426170349121,1.4389015436172485,7.774319171905518,2.556941270828247,1.2759835720062256,7.832693576812744,4.052210330963135,7.9031572341918945,4.053655624389648,2.686659097671509,4.259588718414307,7.317800521850586,1.0978267192840576,-3.217848539352417,1.4270703792572021,clean_testset_wav
clean_testset_wav/p232_086.wav,0.5713916420936584,0.04409573972225189,3175.9055581081275,4769.343729855568,7164.146959459459,0.03437236064189189,-409.7651062011719,119.07537841796875,7.259629726409912,16.270267486572266,38.01786422729492,23.099960327148438,-1.131579041481018,14.007448196411133,-6.063488960266113,-5.905848026275635,2.1258504390716553,4.476630210876465,-2.357780933380127,2.5223631858825684,5.5631585121154785,7.201282501220703,7.713103294372559,1.6539114713668823,0.8731607794761658,-0.7132683992385864,clean_testset_wav
